,Normal (kWh),Horário Económico (kWh),Autoconsumo (kWh),Injeção na rede (kWh),datetime,temp,feels_like,temp_min,temp_max,pressure,humidity,wind_speed,rain_1h,clouds_all,weather_description
871,0.0,0.26,0.002,None,2022-02-06 07:00:00,7.81,6.53,5.72,7.93,1030,58,2.13,,49,scattered clouds
872,0.106,0.0,0.186,None,2022-02-06 08:00:00,7.35,5.99,6.45,7.37,1030,59,2.13,,66,broken clouds
873,0.011,0.0,0.358,Medium,2022-02-06 09:00:00,8.91,7.41,6.45,9.04,1031,53,2.67,,88,overcast clouds
874,0.858,0.0,0.649,Medium,2022-02-06 10:00:00,10.65,9.08,8.43,10.7,1031,50,2.45,,36,scattered clouds
875,1.243,0.0,0.881,Medium,2022-02-06 11:00:00,12.32,10.83,10.1,12.37,1031,47,2.14,,97,overcast clouds
876,1.329,0.0,0.943,None,2022-02-06 12:00:00,14.0,12.66,11.77,14.04,1031,46,1.4,,85,overcast clouds
877,0.467,0.0,0.687,High,2022-02-06 13:00:00,15.09,13.78,13.43,15.15,1031,43,1.34,,51,broken clouds
878,0.0,0.0,0.494,High,2022-02-06 14:00:00,16.15,14.89,12.72,16.26,1030,41,1.28,,16,few clouds
879,0.0,0.0,0.363,Medium,2022-02-06 15:00:00,16.71,15.48,13.72,16.82,1029,40,0.85,,80,broken clouds
880,0.13,0.0,0.257,None,2022-02-06 16:00:00,16.18,15.03,13.72,16.26,1029,45,1.65,,50,scattered clouds
881,0.308,0.0,0.014,None,2022-02-06 17:00:00,15.08,13.98,12.72,15.57,1029,51,1.87,,32,scattered clouds
882,0.331,0.0,0.0,None,2022-02-06 18:00:00,12.45,11.34,11.72,13.99,1030,61,2.36,,15,few clouds
883,0.469,0.0,0.0,None,2022-02-06 19:00:00,10.75,9.66,9.72,12.32,1030,68,2.4,,46,scattered clouds
884,0.501,0.0,0.0,None,2022-02-06 20:00:00,8.64,7.41,6.72,11.21,1030,78,2.24,,1,sky is clear
885,0.679,0.0,0.0,None,2022-02-06 21:00:00,9.3,8.25,7.72,11.68,1030,80,2.16,,1,sky is clear
886,0.0,0.593,0.0,None,2022-02-06 22:00:00,9.06,8.12,7.72,11.22,1031,79,1.97,,54,broken clouds
887,0.0,0.537,0.0,None,2022-02-06 23:00:00,7.74,6.48,5.72,10.57,1031,79,2.09,,42,scattered clouds
888,0.0,0.491,0.0,None,2022-02-07 00:00:00,7.56,6.17,6.72,10.01,1031,79,2.2,,37,scattered clouds
889,0.0,0.344,0.0,None,2022-02-07 01:00:00,6.22,4.56,4.72,10.01,1030,81,2.25,,14,few clouds
890,0.0,0.287,0.0,None,2022-02-07 02:00:00,7.7,6.14,7.32,9.45,1031,81,2.45,,12,few clouds
891,0.0,0.429,0.0,None,2022-02-07 03:00:00,6.85,5.09,6.45,8.34,1030,83,2.5,,12,few clouds
892,0.0,0.275,0.0,None,2022-02-07 04:00:00,6.69,4.88,5.9,8.9,1030,84,2.53,,1,sky is clear
893,0.0,0.251,0.0,None,2022-02-07 05:00:00,6.2,4.26,4.79,10.01,1030,87,2.58,,0,sky is clear
894,0.0,0.239,0.0,None,2022-02-07 06:00:00,6.23,4.24,5.72,10.01,1030,88,2.65,,1,sky is clear
895,0.0,1.498,0.0,None,2022-02-07 07:00:00,6.46,4.52,5.72,10.01,1030,89,2.64,,3,sky is clear
896,0.112,0.0,0.169,Medium,2022-02-07 08:00:00,5.12,2.93,3.72,10.67,1031,89,2.64,,5,sky is clear
897,0.0,0.0,0.248,High,2022-02-07 09:00:00,8.37,6.48,7.72,11.68,1031,81,3.12,,1,sky is clear
898,0.0,0.0,0.199,High,2022-02-07 10:00:00,14.49,13.12,11.72,14.59,1031,43,2.53,,0,sky is clear
899,0.0,0.0,0.261,Very High,2022-02-07 11:00:00,16.22,14.94,14.45,16.26,1031,40,2.01,,0,sky is clear
900,0.0,0.0,0.243,Very High,2022-02-07 12:00:00,17.88,16.64,16.68,17.93,1031,35,1.79,,0,sky is clear
901,0.0,0.0,0.258,Very High,2022-02-07 13:00:00,18.48,17.3,17.89,18.72,1030,35,1.76,,3,sky is clear
902,0.0,0.0,0.281,High,2022-02-07 14:00:00,19.55,18.4,18.43,19.79,1029,32,1.71,,0,sky is clear
903,0.0,0.0,0.301,High,2022-02-07 15:00:00,20.53,19.42,18.43,20.9,1028,30,1.57,,0,sky is clear
904,0.05,0.0,0.202,Medium,2022-02-07 16:00:00,20.64,19.52,18.99,20.9,1028,29,1.09,,0,sky is clear
905,0.209,0.0,0.008,None,2022-02-07 17:00:00,18.17,17.64,16.72,19.13,1027,61,1.47,,0,sky is clear
906,0.421,0.0,0.0,None,2022-02-07 18:00:00,16.4,15.51,13.32,19.35,1027,54,1.98,,0,sky is clear
907,1.713,0.0,0.0,None,2022-02-07 19:00:00,12.52,11.6,11.41,13.42,1027,68,2.3,,0,sky is clear
908,0.682,0.0,0.0,None,2022-02-07 20:00:00,12.41,11.61,10.72,15.1,1027,73,2.56,,0,sky is clear
909,1.256,0.0,0.0,None,2022-02-07 21:00:00,12.91,12.21,11.45,15.11,1028,75,2.06,,0,sky is clear
910,0.0,0.597,0.0,None,2022-02-07 22:00:00,14.44,13.87,10.34,14.72,1028,74,2.43,,0,sky is clear
911,0.0,0.379,0.0,None,2022-02-07 23:00:00,8.67,7.24,8.25,9.36,1028,73,2.51,,0,sky is clear
912,0.0,0.343,0.0,None,2022-02-08 00:00:00,14.23,13.56,8.68,14.72,1028,71,2.56,,0,sky is clear
913,0.0,0.366,0.0,None,2022-02-08 01:00:00,8.17,6.6,7.22,8.92,1028,69,2.57,,0,sky is clear
914,0.0,0.422,0.0,None,2022-02-08 02:00:00,12.78,11.92,8.68,12.88,1028,69,2.62,,0,sky is clear
915,0.0,0.263,0.0,None,2022-02-08 03:00:00,12.67,11.82,8.68,12.72,1028,70,2.74,,0,sky is clear
916,0.0,0.26,0.0,None,2022-02-08 04:00:00,11.93,11.08,8.68,12.32,1028,73,3.02,,0,sky is clear
917,0.0,0.24,0.0,None,2022-02-08 05:00:00,11.74,10.9,8.68,11.77,1027,74,3.37,,0,sky is clear
918,0.0,0.213,0.0,None,2022-02-08 06:00:00,11.5,10.61,8.68,11.72,1027,73,3.49,,0,sky is clear
919,0.0,1.174,0.001,None,2022-02-08 07:00:00,11.57,10.71,11.12,11.78,1027,74,3.46,,0,sky is clear
920,0.172,0.0,0.186,Medium,2022-02-08 08:00:00,11.4,10.53,10.66,11.78,1027,74,3.55,,0,sky is clear
921,0.0,0.0,0.227,High,2022-02-08 09:00:00,12.08,11.17,10.66,12.72,1027,70,3.97,,0,sky is clear
922,0.0,0.0,0.274,High,2022-02-08 10:00:00,14.02,12.81,12.79,14.04,1028,51,3.35,,0,sky is clear
923,0.0,0.0,0.237,Very High,2022-02-08 11:00:00,15.16,13.93,14.45,15.72,1028,46,3.09,,0,sky is clear
924,0.0,0.0,0.282,Very High,2022-02-08 12:00:00,17.34,16.33,15.9,17.72,1028,46,2.99,,0,sky is clear
925,0.0,0.0,0.243,Very High,2022-02-08 13:00:00,18.47,17.55,17.79,19.23,1027,45,2.87,,1,sky is clear
926,0.0,0.0,0.245,High,2022-02-08 14:00:00,19.04,18.12,17.88,20.34,1026,43,2.58,,0,sky is clear
927,0.0,0.0,0.237,High,2022-02-08 15:00:00,19.46,18.4,17.72,20.34,1026,36,2.13,,0,sky is clear
928,0.052,0.0,0.204,Medium,2022-02-08 16:00:00,19.56,18.51,18.43,20.01,1026,36,1.75,,0,sky is clear
929,0.32,0.0,0.009,None,2022-02-08 17:00:00,16.84,15.99,15.72,18.68,1026,54,1.13,,0,sky is clear
930,0.57,0.0,0.0,None,2022-02-08 18:00:00,13.82,12.77,13.72,16.68,1026,58,1.22,,0,sky is clear
931,0.545,0.0,0.0,None,2022-02-08 19:00:00,12.54,11.52,10.72,16.21,1026,64,1.58,,0,sky is clear
932,0.547,0.0,0.0,None,2022-02-08 20:00:00,12.16,11.26,9.72,15.11,1027,70,1.73,,0,sky is clear
933,0.514,0.0,0.0,None,2022-02-08 21:00:00,13.34,12.64,11.45,14.0,1027,73,1.75,,0,sky is clear
934,0.0,0.719,0.0,None,2022-02-08 22:00:00,12.8,12.15,9.79,12.89,1027,77,1.79,,0,sky is clear
935,0.0,0.422,0.0,None,2022-02-08 23:00:00,10.79,10.01,8.68,12.33,1028,80,1.91,,0,sky is clear
936,0.0,0.388,0.0,None,2022-02-09 00:00:00,9.82,8.92,7.57,11.68,1027,79,2.08,,0,sky is clear
937,0.0,0.35,0.0,None,2022-02-09 01:00:00,10.53,9.7,10.1,11.68,1028,79,2.2,,0,sky is clear
938,0.0,0.323,0.0,None,2022-02-09 02:00:00,11.03,10.2,9.54,11.72,1028,77,2.31,,0,sky is clear
939,0.0,0.248,0.0,None,2022-02-09 03:00:00,10.17,9.28,8.9,10.72,1027,78,2.39,,0,sky is clear
940,0.0,0.363,0.0,None,2022-02-09 04:00:00,10.0,8.81,8.43,10.72,1027,80,2.52,,0,sky is clear
941,0.0,0.312,0.0,None,2022-02-09 05:00:00,9.82,8.6,7.88,10.72,1027,80,2.51,,0,sky is clear
942,0.0,0.286,0.0,None,2022-02-09 06:00:00,9.14,7.85,7.88,9.72,1028,82,2.43,,0,sky is clear
943,0.0,1.639,0.001,None,2022-02-09 07:00:00,8.96,7.7,7.23,9.72,1028,83,2.35,,0,sky is clear
944,0.306,0.0,0.164,None,2022-02-09 08:00:00,8.76,7.53,6.77,9.72,1028,83,2.27,,0,sky is clear
945,0.0,0.0,0.276,Medium,2022-02-09 09:00:00,11.62,10.93,8.9,11.72,1029,80,2.71,,0,sky is clear
946,0.0,0.0,0.304,High,2022-02-09 10:00:00,12.68,11.88,10.11,13.72,1029,72,2.19,,1,sky is clear
947,0.392,0.0,0.752,Medium,2022-02-09 11:00:00,17.29,16.41,13.44,17.37,1029,51,1.74,,0,sky is clear
948,0.345,0.0,0.534,High,2022-02-09 12:00:00,18.36,17.5,16.22,18.48,1029,48,1.97,,0,sky is clear
949,0.0,0.0,0.25,Very High,2022-02-09 13:00:00,19.48,18.71,17.72,19.59,1028,47,2.11,,0,sky is clear
950,0.0,0.0,0.296,High,2022-02-09 14:00:00,19.49,18.72,17.72,19.59,1028,47,2.22,,0,sky is clear
951,0.0,0.0,0.228,High,2022-02-09 15:00:00,19.48,18.74,17.72,19.59,1027,48,2.27,,0,sky is clear
952,0.03,0.0,0.189,Low,2022-02-09 16:00:00,18.9,18.15,16.72,19.04,1027,50,1.71,,0,sky is clear
953,0.214,0.0,0.026,None,2022-02-09 17:00:00,17.75,17.02,14.72,17.93,1027,55,0.89,,0,sky is clear
954,0.627,0.0,0.0,None,2022-02-09 18:00:00,12.79,11.77,12.72,14.55,1028,63,0.91,,0,sky is clear
955,0.752,0.0,0.0,None,2022-02-09 19:00:00,12.55,11.66,10.72,15.1,1028,69,0.99,,0,sky is clear
956,0.729,0.0,0.0,None,2022-02-09 20:00:00,11.48,10.75,9.72,13.68,1028,79,0.79,,0,sky is clear
957,0.869,0.0,0.0,None,2022-02-09 21:00:00,10.56,9.94,8.72,12.89,1028,87,1.7,,0,sky is clear
958,0.0,0.672,0.0,None,2022-02-09 22:00:00,12.88,12.16,10.34,12.93,1028,74,1.77,,6,sky is clear
959,0.0,0.521,0.0,None,2022-02-09 23:00:00,10.39,9.81,9.23,11.21,1028,89,1.79,,0,sky is clear
960,0.0,0.962,0.0,None,2022-02-10 00:00:00,8.94,8.33,7.72,10.66,1028,92,1.6,,0,sky is clear
961,0.0,1.007,0.0,None,2022-02-10 01:00:00,8.48,7.59,7.72,10.1,1028,93,1.82,,0,sky is clear
962,0.0,0.445,0.0,None,2022-02-10 02:00:00,8.98,8.07,8.72,9.54,1027,93,1.92,,0,sky is clear
963,0.0,0.427,0.0,None,2022-02-10 03:00:00,10.0,9.23,8.43,10.72,1027,91,1.95,,3,sky is clear
964,0.0,0.406,0.0,None,2022-02-10 04:00:00,9.31,8.23,8.43,9.72,1027,91,2.2,,23,few clouds
965,0.0,0.405,0.0,None,2022-02-10 05:00:00,9.82,8.75,7.88,10.72,1026,92,2.3,,43,scattered clouds
966,0.0,0.453,0.0,None,2022-02-10 06:00:00,9.82,9.14,7.88,10.72,1027,92,1.82,,42,scattered clouds
967,0.0,1.175,0.002,None,2022-02-10 07:00:00,9.6,8.89,7.32,10.72,1027,91,1.81,,24,few clouds
968,0.304,0.0,0.134,None,2022-02-10 08:00:00,8.93,8.08,7.32,9.72,1027,89,1.85,,33,scattered clouds
969,0.012,0.0,0.317,Medium,2022-02-10 09:00:00,13.4,12.57,8.9,13.48,1028,68,2.16,,38,scattered clouds
970,0.0,0.0,0.251,Medium,2022-02-10 10:00:00,14.54,13.83,10.67,14.59,1028,68,1.68,,47,scattered clouds
971,0.0,0.0,0.24,High,2022-02-10 11:00:00,16.72,16.01,12.89,16.82,1028,60,0.6,,20,few clouds
972,0.0,0.0,0.224,High,2022-02-10 12:00:00,17.82,17.22,15.11,17.93,1028,60,2.02,,76,broken clouds
973,0.0,0.0,0.263,High,2022-02-10 13:00:00,18.4,17.68,16.72,18.99,1027,53,3.22,,96,overcast clouds
974,0.0,0.0,0.241,Medium,2022-02-10 14:00:00,18.37,17.7,16.12,18.68,1027,55,3.32,,100,overcast clouds
975,0.0,0.0,0.241,Medium,2022-02-10 15:00:00,18.38,17.74,16.72,18.48,1026,56,3.08,,99,overcast clouds
976,0.308,0.0,0.143,None,2022-02-10 16:00:00,17.29,16.54,15.72,17.88,1026,56,2.91,,99,overcast clouds
977,0.239,0.0,0.035,None,2022-02-10 17:00:00,16.76,16.03,15.57,17.32,1027,59,2.41,,100,overcast clouds
978,1.251,0.0,0.0,None,2022-02-10 18:00:00,15.11,14.37,13.72,16.21,1027,65,1.7,,100,overcast clouds
979,2.656,0.0,0.0,None,2022-02-10 19:00:00,14.05,13.29,13.34,14.54,1027,68,0.72,,100,overcast clouds
980,0.792,0.0,0.0,None,2022-02-10 20:00:00,13.48,12.76,12.57,13.48,1027,72,1.01,,96,overcast clouds
981,0.882,0.0,0.0,None,2022-02-10 21:00:00,12.37,11.65,11.45,13.44,1028,76,1.42,,83,broken clouds
982,0.0,0.63,0.0,None,2022-02-10 22:00:00,12.3,11.62,10.34,13.44,1027,78,1.36,,42,scattered clouds
983,0.0,0.403,0.0,None,2022-02-10 23:00:00,11.82,11.17,11.72,13.44,1028,81,1.51,,78,broken clouds
984,0.0,0.334,0.0,None,2022-02-11 00:00:00,12.35,11.76,11.72,12.89,1027,81,1.83,,81,broken clouds
985,0.0,0.334,0.0,None,2022-02-11 01:00:00,12.35,11.73,11.72,12.37,1027,80,1.55,,6,sky is clear
986,0.0,0.388,0.0,None,2022-02-11 02:00:00,11.78,11.42,9.79,12.23,1027,92,1.32,,3,sky is clear
987,0.0,0.345,0.0,None,2022-02-11 03:00:00,11.97,11.62,9.79,12.32,1026,92,1.07,,11,few clouds
988,0.0,0.278,0.0,None,2022-02-11 04:00:00,12.78,12.2,9.79,12.93,1027,80,1.22,,10,sky is clear
989,0.0,0.237,0.0,None,2022-02-11 05:00:00,12.27,11.69,9.79,12.37,1026,82,1.51,,11,few clouds
990,0.0,0.248,0.0,None,2022-02-11 06:00:00,12.14,11.63,8.72,12.37,1026,85,2.01,,100,overcast clouds
991,0.0,1.176,0.003,None,2022-02-11 07:00:00,8.89,7.52,7.72,10.67,1027,95,2.49,,100,overcast clouds
992,0.039,0.0,0.151,Low,2022-02-11 08:00:00,8.47,7.14,7.57,10.11,1027,95,2.33,,100,overcast clouds
993,0.0,0.0,0.308,Medium,2022-02-11 09:00:00,12.81,12.26,9.72,12.93,1028,81,1.79,,100,overcast clouds
994,0.0,0.0,0.26,High,2022-02-11 10:00:00,14.56,14.11,11.77,14.72,1027,78,0.93,,100,overcast clouds
995,0.0,0.0,0.273,High,2022-02-11 11:00:00,15.17,14.78,15.01,16.22,1027,78,0.3,,56,broken clouds
996,0.0,0.0,0.281,High,2022-02-11 12:00:00,16.84,16.43,15.9,17.88,1027,71,0.91,,55,broken clouds
997,0.002,0.0,0.46,High,2022-02-11 13:00:00,17.37,16.96,15.72,19.54,1026,69,1.63,,81,broken clouds
998,0.0,0.0,0.257,High,2022-02-11 14:00:00,17.83,17.42,15.72,18.44,1026,67,1.89,,93,overcast clouds
999,0.035,0.0,0.297,Medium,2022-02-11 15:00:00,17.85,17.41,15.72,18.99,1025,66,1.99,,98,overcast clouds
1000,0.165,0.0,0.153,None,2022-02-11 16:00:00,17.38,16.95,16.78,17.88,1025,68,1.71,,98,overcast clouds
1001,0.349,0.0,0.019,None,2022-02-11 17:00:00,16.25,15.84,15.67,16.26,1025,73,0.77,,100,overcast clouds
1002,0.327,0.0,0.0,None,2022-02-11 18:00:00,15.02,14.61,12.72,15.15,1025,78,0.8,,97,overcast clouds
1003,0.317,0.0,0.0,None,2022-02-11 19:00:00,14.04,13.61,13.34,14.54,1024,81,0.45,,98,overcast clouds
1004,0.325,0.0,0.0,None,2022-02-11 20:00:00,13.39,12.95,11.72,13.48,1025,83,0.99,,99,overcast clouds
1005,0.349,0.0,0.0,None,2022-02-11 21:00:00,12.91,12.5,11.68,12.93,1025,86,1.49,,100,overcast clouds
1006,0.0,0.352,0.0,None,2022-02-11 22:00:00,12.28,11.86,10.72,12.37,1025,88,1.09,,99,overcast clouds
1007,0.0,0.381,0.0,None,2022-02-11 23:00:00,11.81,11.37,10.57,11.82,1025,89,0.94,,99,overcast clouds
1008,0.0,0.447,0.0,None,2022-02-12 00:00:00,12.2,11.8,9.72,12.37,1025,89,1.09,,99,overcast clouds
1009,0.0,0.471,0.0,None,2022-02-12 01:00:00,12.16,11.7,8.72,12.37,1024,87,0.62,,95,overcast clouds
1010,0.0,0.285,0.0,None,2022-02-12 02:00:00,11.63,11.17,8.72,11.82,1024,89,0.64,,79,broken clouds
1011,0.0,0.256,0.0,None,2022-02-12 03:00:00,11.1,10.59,8.72,11.26,1024,89,0.63,,28,scattered clouds
1012,0.0,0.238,0.0,None,2022-02-12 04:00:00,10.61,10.1,8.12,10.7,1023,91,0.86,,88,overcast clouds
1013,0.0,0.298,0.0,None,2022-02-12 05:00:00,10.16,9.63,9.54,10.72,1023,92,0.58,,100,overcast clouds
1014,0.0,0.491,0.0,None,2022-02-12 06:00:00,10.16,9.66,9.45,10.72,1023,93,1.03,,100,overcast clouds
1015,0.0,1.655,0.0,None,2022-02-12 07:00:00,10.16,9.66,9.45,10.72,1023,93,1.15,,100,overcast clouds
1016,0.392,0.0,0.011,None,2022-02-12 08:00:00,10.16,9.66,9.54,10.72,1024,93,1.31,,100,overcast clouds
1017,0.161,0.0,0.101,None,2022-02-12 09:00:00,10.72,10.28,10.01,11.72,1025,93,1.46,,100,overcast clouds
1018,0.027,0.0,0.23,Medium,2022-02-12 10:00:00,10.74,10.3,10.1,11.72,1025,93,0.94,,100,overcast clouds
1019,0.0,0.0,0.279,High,2022-02-12 11:00:00,11.34,10.96,11.21,12.89,1025,93,0.45,,100,overcast clouds
1020,0.162,0.0,0.521,Medium,2022-02-12 12:00:00,12.99,12.67,12.79,14.0,1025,89,0.78,,100,overcast clouds
1021,0.154,0.0,0.426,Low,2022-02-12 13:00:00,14.09,13.64,14.0,14.79,1024,80,1.28,,100,overcast clouds
1022,0.013,0.0,0.262,Medium,2022-02-12 14:00:00,15.11,14.56,13.72,16.21,1023,72,1.35,,90,overcast clouds
1023,0.061,0.0,0.198,Medium,2022-02-12 15:00:00,14.62,14.02,13.72,16.77,1023,72,1.56,,75,broken clouds
1024,0.141,0.0,0.196,Medium,2022-02-12 16:00:00,14.54,13.88,13.72,14.79,1022,70,1.76,,56,broken clouds
1025,0.304,0.0,0.032,None,2022-02-12 17:00:00,14.52,13.99,12.72,15.66,1022,75,2.42,,59,broken clouds
1026,0.572,0.0,0.0,None,2022-02-12 18:00:00,13.41,12.84,11.68,14.54,1023,78,2.19,,45,scattered clouds
1027,0.715,0.0,0.0,None,2022-02-12 19:00:00,12.28,11.76,10.72,12.37,1023,84,2.19,,45,scattered clouds
1028,0.805,0.0,0.0,None,2022-02-12 20:00:00,10.64,10.03,8.72,11.77,1024,87,1.52,,43,scattered clouds
1029,0.58,0.0,0.0,None,2022-02-12 21:00:00,9.63,9.63,9.45,10.67,1024,89,0.64,,56,broken clouds
1030,0.0,0.635,0.0,None,2022-02-12 22:00:00,9.57,9.57,8.72,10.11,1024,90,0.63,,73,broken clouds
1031,0.0,0.528,0.0,None,2022-02-12 23:00:00,9.04,8.69,8.68,9.55,1023,90,1.38,,100,overcast clouds
1032,0.0,0.464,0.0,None,2022-02-13 00:00:00,8.51,8.51,8.12,9.55,1023,90,1.1,,100,overcast clouds
1033,0.0,0.386,0.0,None,2022-02-13 01:00:00,8.44,7.63,7.72,8.48,1023,92,1.73,,100,overcast clouds
1034,0.0,0.305,0.0,None,2022-02-13 02:00:00,8.47,7.68,7.01,8.72,1022,92,1.71,,100,overcast clouds
1035,0.0,0.278,0.0,None,2022-02-13 03:00:00,8.48,7.39,7.79,8.72,1022,92,2.04,,100,overcast clouds
1036,0.0,0.29,0.0,None,2022-02-13 04:00:00,8.42,7.06,6.45,8.48,1021,91,2.36,,100,overcast clouds
1037,0.0,0.335,0.0,None,2022-02-13 05:00:00,8.97,7.36,5.9,9.04,1020,91,2.87,,100,overcast clouds
1038,0.0,0.265,0.0,None,2022-02-13 06:00:00,8.47,6.44,7.32,8.72,1020,91,3.4,,98,overcast clouds
1039,0.0,0.256,0.0,None,2022-02-13 07:00:00,9.03,7.07,7.57,9.72,1019,90,3.48,,100,overcast clouds
1040,0.559,0.0,0.035,None,2022-02-13 08:00:00,9.04,6.93,7.88,9.72,1019,88,3.78,,100,overcast clouds
1041,0.378,0.0,0.033,None,2022-02-13 09:00:00,9.63,7.4,8.99,10.72,1019,87,4.34,0.33,100,light rain
1042,1.32,0.0,0.075,None,2022-02-13 10:00:00,10.18,9.5,10.1,10.72,1018,86,4.52,0.25,100,light rain
1043,0.971,0.0,0.123,None,2022-02-13 11:00:00,9.66,7.1,9.59,10.72,1018,91,5.16,0.31,100,light rain
1044,0.402,0.0,0.106,None,2022-02-13 12:00:00,10.71,10.21,9.54,11.72,1017,91,6.4,0.86,100,light rain
1045,0.338,0.0,0.113,None,2022-02-13 13:00:00,10.67,10.17,10.01,10.9,1016,91,7.37,1.71,100,moderate rain
1046,0.686,0.0,0.089,None,2022-02-13 14:00:00,11.19,10.77,10.01,11.26,1014,92,7.78,2.82,100,moderate rain
1047,0.501,0.0,0.048,None,2022-02-13 15:00:00,11.23,10.81,10.01,12.01,1014,92,6.78,3.78,100,moderate rain
1048,0.451,0.0,0.085,None,2022-02-13 16:00:00,11.86,11.53,11.68,12.72,1014,93,5.78,2.75,96,moderate rain
1049,0.619,0.0,0.012,None,2022-02-13 17:00:00,12.35,12.07,11.77,12.37,1015,93,4.74,1.28,73,moderate rain
1050,0.661,0.0,0.0,None,2022-02-13 18:00:00,11.8,11.46,10.9,11.82,1015,93,4.32,0.67,77,light rain
1051,1.707,0.0,0.0,None,2022-02-13 19:00:00,10.76,10.32,9.79,11.72,1016,93,3.82,0.16,62,light rain
1052,1.7,0.0,0.0,None,2022-02-13 20:00:00,10.14,9.64,9.23,10.15,1017,93,3.02,,59,broken clouds
1053,0.768,0.0,0.0,None,2022-02-13 21:00:00,9.57,8.12,8.68,10.11,1018,93,2.8,0.14,67,light rain
1054,0.0,0.662,0.0,None,2022-02-13 22:00:00,9.12,7.61,8.68,10.72,1018,93,2.76,0.52,53,light rain
1055,0.0,1.233,0.0,None,2022-02-13 23:00:00,9.16,7.55,8.43,11.72,1019,93,2.93,0.52,60,light rain
1056,0.0,1.858,0.0,None,2022-02-14 00:00:00,8.48,6.81,8.12,9.45,1020,92,2.81,0.32,54,light rain
1057,0.0,2.158,0.0,None,2022-02-14 01:00:00,8.48,6.9,7.57,9.45,1020,92,2.68,0.34,58,light rain
1058,0.0,0.473,0.0,None,2022-02-14 02:00:00,7.99,6.95,7.01,8.9,1020,90,1.89,0.11,54,light rain
1059,0.0,0.469,0.0,None,2022-02-14 03:00:00,8.07,7.59,5.9,10.72,1020,90,1.38,0.11,41,light rain
1060,0.0,0.476,0.0,None,2022-02-14 04:00:00,8.06,7.35,5.9,10.72,1020,90,1.58,,39,scattered clouds
1061,0.0,0.476,0.0,None,2022-02-14 05:00:00,7.48,7.48,6.45,9.72,1020,91,1.23,,51,broken clouds
1062,0.0,0.458,0.0,None,2022-02-14 06:00:00,7.37,7.37,6.45,7.79,1021,90,1.2,,54,broken clouds
1063,0.0,1.556,0.002,None,2022-02-14 07:00:00,6.88,6.88,6.45,8.44,1022,91,1.17,0.16,53,light rain
1064,0.506,0.0,0.208,Low,2022-02-14 08:00:00,6.86,6.86,6.45,7.72,1022,92,0.82,0.17,54,light rain
1065,0.019,0.0,0.443,Medium,2022-02-14 09:00:00,7.36,6.7,6.45,8.44,1023,91,1.45,0.1,74,light rain
1066,0.0,0.0,0.46,High,2022-02-14 10:00:00,9.63,9.63,8.12,11.22,1023,90,1.17,0.15,53,light rain
1067,0.148,0.0,0.299,High,2022-02-14 11:00:00,10.85,10.16,9.23,12.89,1024,83,3.64,0.29,37,light rain
1068,0.146,0.0,0.348,Medium,2022-02-14 12:00:00,10.93,10.35,10.7,14.54,1024,87,3.75,0.14,27,light rain
1069,0.042,0.0,0.435,High,2022-02-14 13:00:00,11.4,10.79,11.26,13.72,1024,84,3.6,,35,scattered clouds
1070,0.175,0.0,0.341,Medium,2022-02-14 14:00:00,11.94,11.38,10.9,14.0,1024,84,3.92,,67,broken clouds
1071,0.095,0.0,0.445,Medium,2022-02-14 15:00:00,12.49,11.91,12.23,13.99,1024,81,4.05,,56,broken clouds
1072,0.326,0.0,0.299,None,2022-02-14 16:00:00,11.94,11.25,11.45,13.99,1024,79,4.02,0.14,46,light rain
1073,0.709,0.0,0.031,None,2022-02-14 17:00:00,11.86,11.14,11.82,13.43,1025,78,3.27,,39,scattered clouds
1074,0.755,0.0,0.0,None,2022-02-14 18:00:00,10.8,10.0,9.79,12.32,1026,79,2.28,,34,scattered clouds
1075,1.541,0.0,0.0,None,2022-02-14 19:00:00,10.16,9.42,8.68,11.21,1026,84,2.01,,35,scattered clouds
1076,1.07,0.0,0.0,None,2022-02-14 20:00:00,9.4,8.84,8.12,10.67,1027,88,1.62,,22,few clouds
1077,0.781,0.0,0.0,None,2022-02-14 21:00:00,8.65,8.65,7.01,10.11,1028,90,1.21,,41,scattered clouds
1078,0.0,0.406,0.0,None,2022-02-14 22:00:00,7.75,7.75,6.45,10.11,1028,95,1.19,,78,broken clouds
1079,0.0,0.372,0.0,None,2022-02-14 23:00:00,7.95,7.95,5.9,9.55,1029,87,0.77,,73,broken clouds
1080,0.0,0.447,0.0,None,2022-02-15 00:00:00,7.85,7.85,5.34,7.93,1029,89,1.12,,58,broken clouds
1081,0.0,0.498,0.0,None,2022-02-15 01:00:00,7.84,7.84,4.79,7.93,1029,88,1.24,,63,broken clouds
1082,0.0,0.421,0.0,None,2022-02-15 02:00:00,7.35,6.81,6.68,7.37,1029,90,1.35,,76,broken clouds
1083,0.0,0.294,0.0,None,2022-02-15 03:00:00,6.78,5.53,5.72,6.82,1030,92,1.91,,100,overcast clouds
1084,0.0,0.291,0.0,None,2022-02-15 04:00:00,7.33,5.58,3.12,7.72,1029,90,2.6,,98,overcast clouds
1085,0.0,0.312,0.0,None,2022-02-15 05:00:00,6.8,5.53,5.1,6.82,1030,91,1.93,,100,overcast clouds
1086,0.0,0.312,0.0,None,2022-02-15 06:00:00,6.71,5.49,3.12,6.82,1030,91,1.87,,95,overcast clouds
